int1,int2,int3,int4,int5,target_sum,subset_exists
2,13,24,26,20,48,1
18,8,23,11,4,53,1
7,1,18,2,10,5,0
20,22,30,13,22,36,0
1,29,22,20,7,71,1
8,17,14,1,9,32,1
3,29,8,24,6,51,0
6,19,29,28,7,55,1
11,25,23,26,21,15,0
10,29,6,7,3,37,0
6,27,26,23,19,93,0
14,10,27,4,20,7,0
15,2,23,17,11,47,0
5,8,26,24,6,69,1
29,6,30,1,28,90,0
15,30,21,23,29,69,0
25,30,7,1,2,12,0
25,6,10,5,24,64,1
6,14,16,28,5,65,0
15,25,28,9,4,13,1
6,27,24,13,22,8,0
10,13,23,21,2,36,1
27,17,13,7,27,29,0
27,30,23,5,7,3,0
23,16,30,1,9,64,0
25,15,18,17,7,56,0
28,4,26,6,19,67,0
28,3,1,30,29,48,0
20,30,21,27,4,1,0
23,22,24,26,21,20,0
1,17,13,23,15,49,0
7,27,18,19,14,59,1
10,5,30,8,5,35,1
27,20,12,26,13,76,0
30,18,30,15,23,95,0
20,8,3,17,30,6,0
6,17,26,15,5,66,0
26,2,13,23,8,55,0
29,22,6,25,11,71,1
22,5,4,30,7,53,0
25,22,12,26,16,41,1
20,28,16,29,26,69,0
26,14,29,25,9,28,0
21,26,10,19,11,23,0
1,10,23,19,7,23,1
26,30,27,11,23,5,0
12,22,11,19,20,38,0
11,19,17,14,28,50,1
27,7,3,9,26,70,0
21,23,18,6,18,79,0
16,2,27,25,13,66,0
1,9,12,10,24,55,1
1,7,20,4,14,26,1
30,3,9,16,19,49,1
22,16,18,16,2,49,0
8,19,28,1,28,17,0
25,22,6,15,29,90,0
18,11,28,14,20,65,0
13,15,6,24,2,25,0
26,3,26,21,19,60,0
5,21,7,15,4,30,1
30,7,6,8,16,38,1
14,22,28,3,11,73,0
4,21,5,28,5,48,0
21,17,16,7,10,15,0
18,15,21,17,25,30,0
5,26,26,3,29,16,0
9,16,5,11,7,5,1
22,30,24,13,20,106,0
6,16,15,8,11,29,1
23,25,20,9,29,51,0
22,4,9,11,21,12,0
24,13,7,11,26,39,1
3,6,10,16,23,58,1
3,13,18,7,2,26,0
21,3,9,4,30,27,0
29,25,4,5,21,46,1
28,20,8,6,25,76,0
24,6,29,20,3,41,0
6,20,30,19,17,68,0
16,9,17,12,26,52,1
6,24,12,29,20,45,0
6,18,13,24,26,15,0
12,5,7,11,4,26,0
4,1,21,7,19,25,1
22,2,13,5,18,55,1
3,22,18,17,10,54,0
26,27,18,20,22,79,0
17,6,20,28,4,52,1
10,5,29,20,25,5,1
10,14,24,22,25,91,0
6,12,9,7,30,56,0
6,28,29,29,17,81,1
4,23,25,10,25,76,0
26,24,25,15,5,69,1
2,1,5,2,22,1,1
13,10,1,26,27,45,0
18,16,12,27,29,24,0
21,28,10,12,21,29,0
7,18,23,17,8,26,1
12,5,10,9,16,2,0
13,22,29,13,24,25,0
24,27,5,5,26,70,0
16,19,29,27,9,45,1
20,15,1,12,4,7,0
20,3,5,24,18,63,0
15,21,7,13,28,61,0
1,1,19,7,23,9,1
2,28,5,26,27,76,0
20,18,24,25,15,78,1
15,29,24,9,21,67,0
28,30,3,27,10,87,0
16,29,20,17,9,33,1
15,23,26,10,29,66,0
30,3,18,24,1,20,0
12,4,26,29,9,36,0
9,17,2,6,6,24,0
5,26,19,1,24,5,1
12,16,11,2,30,32,1
16,23,24,6,1,61,0
19,29,14,8,21,23,0
16,17,24,15,7,43,0
22,1,20,16,12,30,0
15,29,22,28,9,86,0
25,27,23,11,14,31,0
27,18,22,23,18,50,1
21,18,10,4,8,11,0
20,23,29,5,15,31,0
20,1,15,22,15,61,0
16,17,29,3,3,9,0
22,18,6,9,1,18,1
20,21,24,3,17,10,0
6,9,22,21,22,48,0
2,12,8,3,8,10,1
1,5,19,26,5,36,1
13,5,8,21,18,8,1
23,8,20,25,3,66,0
9,9,30,14,18,40,0
27,8,18,24,19,24,1
30,25,23,16,24,8,0
20,20,2,3,10,40,1
27,29,13,26,16,55,1
15,14,11,17,29,72,1
1,11,4,9,3,14,1
1,23,2,6,17,18,1
19,21,13,9,28,18,0
10,2,1,14,20,20,1
29,26,7,29,9,85,0
2,30,8,6,19,34,0
11,6,15,3,24,35,1
29,22,29,30,18,117,0
12,17,2,14,6,31,1
29,2,25,29,23,97,0
14,8,27,15,28,90,0
5,17,27,6,16,60,1
27,9,2,29,27,43,0
21,23,16,23,3,7,0
11,1,16,17,15,19,0
18,29,6,5,8,1,0
1,27,6,14,21,19,0
18,15,14,6,8,50,0
6,21,13,10,22,71,0
30,14,12,9,16,74,0
15,29,14,25,5,58,1
6,2,11,6,5,24,1
17,7,29,2,1,35,0
17,18,1,11,2,26,0
30,2,29,11,11,81,1
6,14,17,20,2,44,0
17,19,14,10,12,23,0
10,23,14,14,21,34,0
27,12,28,27,3,36,0
13,24,7,9,1,37,1
6,26,12,6,12,32,1
28,27,21,9,30,66,1
3,4,27,29,2,41,0
29,11,12,13,17,76,0
5,16,15,17,10,18,0
10,19,9,6,24,38,1
1,14,4,17,17,30,0
23,8,25,20,17,35,0
19,22,9,6,22,22,1
5,5,11,5,8,34,1
20,8,30,15,15,38,1
5,7,21,26,13,5,1
25,28,3,21,18,10,0
28,26,14,14,4,12,0
24,16,28,28,17,28,1
26,20,11,5,21,27,0
14,3,27,23,3,40,1
8,23,17,3,19,69,0
12,20,25,19,4,79,0
21,6,25,11,1,58,1
7,5,4,21,17,38,1
6,6,15,16,7,45,0
19,24,9,24,27,37,0
24,30,30,17,21,56,0
13,8,21,26,22,76,0
2,2,21,24,27,34,0
8,9,28,24,22,43,0
10,1,8,9,22,26,0
8,28,7,21,27,8,1
22,13,21,19,19,65,0
6,3,25,30,14,60,0
14,5,29,26,30,38,0
2,2,12,11,27,37,0
15,29,14,23,4,16,0
7,23,2,14,17,1,0
25,20,29,18,12,3,0
20,28,20,1,12,31,0
22,10,21,1,21,35,0
29,2,10,25,24,43,0
28,3,23,23,29,77,1
29,4,2,9,21,47,0
12,16,24,5,20,66,0
4,9,18,16,22,53,1
12,26,26,27,8,30,0
26,30,6,18,4,83,0
4,27,29,24,29,31,1
4,27,25,8,7,62,0
21,29,1,11,23,57,0
15,12,14,28,26,89,0
15,15,7,30,14,1,0
13,5,27,17,10,40,1
20,17,8,30,13,87,0
24,19,30,2,23,27,0
14,4,7,14,19,14,1
28,19,14,2,28,75,1
20,4,29,20,25,27,0
16,24,9,25,8,68,0
3,10,28,9,21,70,0
2,1,18,3,5,23,1
9,2,10,9,25,18,1
28,15,17,8,27,45,1
2,17,1,24,8,42,1
15,15,13,27,8,39,0
5,9,8,2,6,8,1
21,15,7,17,14,31,1
9,25,19,17,23,55,0
9,5,11,13,27,22,1
27,2,20,22,14,32,0
2,25,14,13,6,4,0
4,9,5,27,9,53,0
1,6,15,11,29,15,1
11,11,2,3,24,29,1
17,9,29,22,4,34,0
1,25,1,19,12,51,0
16,19,12,28,23,96,0
12,12,13,24,22,4,0
2,8,20,16,14,44,1
16,1,6,8,7,4,0
22,9,15,14,16,36,1
1,19,25,4,27,30,1
29,3,7,18,2,29,1
15,18,21,4,11,63,0
19,28,18,30,24,113,0
15,3,4,14,9,28,1
21,29,8,28,26,30,0
22,13,5,17,26,78,1
20,19,14,30,20,25,0
17,18,4,3,10,29,0
26,5,15,3,19,21,0
17,17,26,14,8,65,1
24,8,15,8,12,33,0
12,8,25,22,27,6,0
19,2,5,6,17,47,1
6,14,15,26,7,21,1
9,13,4,29,26,23,0
9,3,15,19,14,38,1
8,9,21,17,11,56,0
8,9,3,22,15,16,0
5,29,16,4,22,25,1
29,12,16,6,9,25,1
24,13,24,30,1,88,0
27,12,17,14,28,37,0
4,27,3,6,10,23,1
8,20,12,24,4,16,1
13,5,26,25,30,7,0
5,28,16,1,20,46,0
2,29,5,14,16,41,0
25,4,3,21,30,77,0
11,28,14,28,21,41,0
25,6,7,13,21,66,1
19,3,14,11,17,29,0
26,17,4,30,30,93,0
14,11,5,4,23,51,0
17,21,24,4,11,3,0
18,13,20,17,14,6,0
16,29,22,9,29,40,0
16,24,30,22,26,42,1
22,7,10,22,19,37,0
15,13,2,23,13,57,0
14,28,30,1,1,40,0
19,28,23,11,12,16,0
24,8,21,25,13,2,0
22,2,20,9,24,28,0
8,4,5,22,12,5,1
2,16,19,15,22,34,1
9,29,1,16,3,52,0
25,17,26,2,7,10,0
25,17,21,25,28,19,0
2,16,20,13,1,21,1
24,21,26,18,5,63,1
28,19,14,1,28,11,0
25,26,16,27,10,5,0
25,24,17,21,1,82,0
17,12,28,15,8,69,0
23,4,27,6,6,3,0
12,10,6,6,21,43,1
23,8,28,6,26,86,0
26,21,28,7,9,5,0
2,13,29,30,3,38,0
10,14,16,23,26,87,0
2,2,21,2,18,19,0
13,15,5,12,26,19,0
13,14,5,1,6,6,1
24,25,17,8,4,23,0
10,7,17,7,1,15,1
18,8,8,21,30,32,0
10,30,27,2,13,51,0
17,20,8,12,13,45,1
23,10,3,28,6,50,0
8,14,28,15,15,20,0
4,15,2,14,6,9,0
17,13,14,16,28,36,0
15,21,1,11,26,57,0
12,11,21,6,20,11,1
12,6,27,29,9,42,1
8,21,27,22,14,91,0
4,17,11,22,8,59,0
6,5,22,23,26,8,0
17,19,18,3,19,74,0
11,1,23,13,29,43,1
28,21,10,29,14,34,0
8,29,21,6,25,44,0
16,3,26,26,4,64,0
18,3,17,2,3,6,1
27,20,16,6,17,30,0
2,20,25,16,5,1,0
21,5,15,2,14,8,0
18,26,28,17,18,74,0
3,25,27,17,11,11,1
17,16,25,21,21,11,0
11,13,29,26,7,68,1
8,17,28,13,2,42,0
30,27,15,14,4,56,1
5,16,26,15,6,45,0
26,13,13,30,16,18,0
9,15,1,15,28,15,1
29,18,27,2,15,47,1
30,23,29,6,6,84,0
28,16,11,3,24,43,1
24,25,12,25,8,20,1
2,1,17,2,17,20,1
14,24,16,15,1,1,1
11,3,5,9,28,37,1
2,28,28,15,8,21,0
6,5,16,17,25,67,0
16,27,15,26,26,5,0
26,24,29,27,19,99,1
4,26,26,29,29,77,0
15,26,19,7,15,56,1
17,6,9,30,25,16,0
14,25,19,24,16,42,0
4,10,23,12,28,37,1
28,6,10,30,30,12,0
3,20,1,18,7,36,0
23,7,1,20,15,2,0
26,18,15,9,29,55,1
27,8,4,23,18,74,0
8,18,22,20,18,5,0
21,4,24,14,26,64,1
22,7,12,11,17,47,1
11,6,4,4,16,36,0
20,22,18,3,1,16,0
20,12,15,11,22,5,0
16,3,3,16,5,28,0
8,3,8,25,10,50,0
11,7,21,11,16,10,0
19,28,11,6,10,11,1
25,9,23,3,19,51,1
28,16,21,22,29,96,0
20,21,15,14,15,35,1
19,4,30,26,15,25,0
29,9,14,25,2,68,1
12,30,19,8,26,30,1
11,4,21,1,21,6,0
13,12,12,2,7,21,1
4,3,5,25,11,48,1
10,13,10,5,24,45,0
24,5,18,30,17,91,0
26,23,4,13,17,1,0
9,7,28,30,10,11,0
8,29,1,22,5,14,1
30,1,24,25,4,52,0
6,26,23,15,9,78,0
14,19,9,29,7,66,0
18,26,2,24,16,8,0
11,21,14,21,5,45,0
25,1,19,17,16,63,0
11,28,23,17,2,42,1
26,12,16,18,24,52,1
4,15,25,14,15,60,0
26,14,10,17,7,66,0
13,28,22,5,17,16,0
11,18,28,8,9,39,1
9,2,20,6,6,5,0
29,24,2,12,25,55,1
7,16,6,12,27,32,0
2,28,1,23,30,40,0
5,17,24,10,23,36,0
30,18,30,30,29,108,1
18,2,24,24,2,35,0
22,5,14,12,21,41,1
10,13,30,22,16,87,0
7,26,21,15,17,33,1
18,30,29,23,23,11,0
22,22,19,9,19,66,0
10,9,24,20,11,31,1
13,11,28,3,28,35,0
25,7,21,5,5,22,0
12,9,9,21,21,37,0
2,27,26,20,2,67,0
30,9,8,22,8,51,0
6,6,5,14,23,28,1
26,15,21,24,22,83,0
20,27,27,13,2,8,0
9,17,12,30,15,63,0
4,9,21,24,24,76,0
26,13,26,3,23,74,0
12,2,21,12,25,14,1
19,29,25,24,12,70,0
27,3,18,15,17,28,0
12,14,27,30,22,64,1
4,1,28,21,15,47,1
6,18,15,9,25,24,1
13,7,30,22,3,75,1
14,25,10,7,29,81,0
17,23,27,24,23,99,0
12,27,11,24,25,8,0
6,5,9,25,2,14,1
30,25,28,28,17,95,0
21,26,8,26,12,80,0
2,24,6,8,22,49,0
4,19,8,1,29,35,0
11,7,14,4,5,19,1
29,15,10,7,3,22,1
11,8,18,2,10,40,0
22,26,14,21,29,88,0
27,15,11,22,30,27,1
7,14,7,29,17,62,0
10,5,2,29,2,20,0
10,7,14,28,30,1,0
1,9,10,1,25,2,1
17,24,8,6,8,47,1
22,27,30,30,23,36,0
7,10,16,19,16,17,1
8,15,6,10,3,42,1
23,14,15,15,6,46,0
27,16,29,9,7,17,0
29,29,20,23,17,108,0
30,9,30,9,7,71,0
26,28,20,24,30,122,0
30,23,28,7,18,15,0
26,10,23,20,12,8,0
29,27,7,12,20,89,0
11,7,8,4,10,9,0
2,1,27,27,22,54,1
26,17,18,5,23,14,0
10,7,16,24,25,16,1
4,11,16,18,30,56,0
24,29,30,17,12,26,0
30,15,12,2,19,54,0
11,1,21,28,21,39,1
18,6,4,10,23,20,1
7,23,27,25,12,26,0
2,28,1,20,7,47,0
11,15,28,9,17,72,0
8,22,9,30,3,70,0
7,5,8,1,4,7,1
1,3,7,20,30,4,1
22,14,1,5,13,13,1
11,8,3,29,30,75,0
26,11,11,27,19,18,0
13,4,1,23,25,9,0
21,20,4,15,26,41,1
28,18,25,23,7,10,0
5,17,25,24,4,2,0
10,26,6,27,4,60,0
7,7,20,3,3,12,0
15,3,25,11,25,3,1
26,14,28,11,14,37,1
19,15,10,26,9,49,0
9,11,20,17,28,79,0
7,15,1,19,21,43,1
7,12,17,22,22,1,0
24,28,16,1,24,72,0
3,13,9,5,12,34,1
23,17,8,11,27,81,0
1,4,27,1,3,8,1
8,19,22,23,9,60,0
24,18,19,29,19,61,1
27,8,29,11,22,47,0
29,8,30,7,21,36,1
11,11,28,19,22,47,1
13,18,16,20,18,78,0
30,5,5,10,18,58,1
14,28,25,22,19,58,1
19,7,30,25,29,88,0
3,18,24,11,10,27,1
5,8,11,22,5,40,1
18,21,21,29,9,30,1
17,5,20,3,10,21,0
23,23,24,10,1,68,0
26,23,14,30,10,85,0
7,4,12,4,24,31,1
10,14,3,16,12,20,0
22,12,14,28,20,89,0
9,1,13,2,28,46,0
15,9,5,22,7,33,0
24,5,6,14,20,21,0
22,25,30,22,5,91,0
11,1,25,7,12,37,1
30,5,26,3,18,26,1
21,21,2,23,25,70,0
15,11,5,28,11,70,1
19,29,2,4,16,5,0
4,14,6,23,8,41,1
10,21,18,4,22,71,1
27,9,22,11,21,51,0
3,2,13,20,1,7,0
26,9,9,23,2,26,1
5,8,29,13,18,61,0
16,4,10,17,16,41,0
26,17,7,6,4,49,1
8,24,5,15,7,39,1
11,14,29,15,6,73,0
2,12,4,1,13,28,1
9,5,28,11,24,66,1
13,22,9,30,7,44,1
16,16,30,16,12,2,0
26,29,20,28,1,1,1
13,3,7,22,24,65,0
26,3,9,1,7,26,1
30,28,10,4,14,60,0
16,25,7,21,15,70,0
13,27,15,4,18,56,0
13,26,5,10,7,45,0
28,17,8,12,14,79,1
18,25,3,9,16,48,0
7,1,6,17,19,23,1
29,1,28,17,28,84,0
14,1,25,19,20,77,0
2,30,29,12,2,39,0
20,2,21,26,4,19,0
16,7,26,3,15,26,1
3,25,25,9,7,13,0
7,12,14,7,26,10,0
19,10,3,5,23,18,1
2,4,10,21,25,57,0
11,18,1,20,8,35,0
28,28,8,27,24,72,0
22,25,29,30,25,39,0
8,20,8,25,20,62,0
24,15,10,11,25,85,1
15,4,5,12,24,45,1
5,12,30,21,13,32,0
20,26,13,21,25,15,0
27,7,30,26,26,116,1
28,19,20,17,10,91,0
16,27,24,8,19,13,0
17,16,29,10,17,74,0
27,18,5,25,13,54,0
14,10,1,11,18,6,0
7,29,14,10,2,19,1
10,20,15,16,16,23,0
17,7,11,26,22,23,0
15,26,30,21,22,39,0
17,9,5,16,23,56,1
28,29,13,21,1,26,0
7,2,9,19,21,29,0
13,10,24,10,21,1,0
29,17,19,26,10,14,0
5,27,25,30,18,21,0
12,12,15,3,19,15,1
26,18,4,16,3,46,1
11,14,10,29,3,67,1
8,18,23,28,29,72,0
24,22,3,29,4,60,1
12,9,14,7,16,39,1
11,1,11,27,5,33,1
26,4,6,18,20,49,0
10,13,20,12,1,45,1
4,10,16,12,11,35,0
15,15,27,29,22,52,1
28,19,7,12,16,74,0
12,20,11,1,3,2,0
4,9,17,2,27,42,1
3,4,28,4,15,10,0
13,2,30,19,3,9,0
2,13,23,14,19,12,0
25,13,26,18,6,66,0
5,7,15,17,6,28,1
10,7,7,6,21,14,1
13,26,12,3,7,26,1
5,19,11,28,18,39,1
23,17,6,14,23,28,0
12,26,14,27,6,80,0
21,5,7,12,7,29,0
9,28,10,4,20,62,1
5,11,11,19,23,33,0
23,11,26,2,1,6,0
29,9,15,15,4,52,0
5,4,7,4,11,2,0
21,14,25,4,14,52,0
21,7,8,13,26,26,1
13,8,10,27,7,29,0
15,9,23,1,10,50,0
23,15,12,8,1,19,0
14,1,20,30,21,6,0
25,17,21,20,14,10,0
13,25,17,15,5,15,1
14,25,9,30,14,28,1
3,28,6,19,10,34,1
7,30,19,23,13,90,0
16,7,16,7,13,38,0
28,6,6,19,7,29,0
8,30,7,10,15,42,0
8,10,18,14,1,47,0
6,16,2,26,14,43,0
9,14,5,23,27,11,0
25,26,5,2,29,38,0
12,18,24,3,6,63,1
13,4,10,26,22,18,0
13,26,24,10,23,53,0
16,18,7,23,8,5,0
18,25,12,1,19,7,0
12,28,26,24,21,74,0
25,17,28,2,3,67,0
11,28,9,15,24,3,0
9,3,22,20,15,18,1
11,20,26,21,6,34,0
21,17,16,20,13,44,0
13,5,4,30,16,27,0
5,6,10,7,20,32,1
18,24,2,26,18,65,0
11,5,20,17,14,51,1
16,27,3,2,29,48,1
20,12,2,15,11,56,0
13,13,20,28,8,70,0
5,16,16,30,24,31,0
27,29,7,26,21,102,0
1,30,11,13,4,37,0
27,27,4,2,9,40,1
7,12,20,17,3,1,0
14,18,7,19,10,54,1
12,3,3,18,7,9,0
2,11,9,6,4,21,1
21,21,17,4,19,75,0
24,8,17,4,4,8,1
12,18,10,10,24,57,0
7,23,13,13,11,30,1
7,20,27,27,13,71,0
12,25,30,12,6,39,0
22,24,30,30,23,89,0
22,1,6,4,17,43,1
28,12,24,13,22,3,0
11,8,1,22,6,33,1
17,7,4,9,5,40,0
24,22,14,22,23,43,0
1,19,1,18,9,8,0
29,10,8,27,25,61,0
10,14,21,14,22,14,1
2,15,24,9,26,57,0
17,21,2,2,3,44,0
16,25,27,12,1,70,0
6,8,8,25,26,21,0
22,17,29,17,28,12,0
26,3,21,18,4,29,1
24,10,18,2,18,31,0
27,6,6,16,4,27,1
10,14,21,3,2,4,0
4,24,7,15,16,12,0
17,24,21,9,3,28,0
12,1,17,9,11,29,1
8,30,18,30,20,15,0
21,25,8,30,5,85,0
24,3,25,3,20,41,0
21,15,25,1,2,37,1
28,1,29,14,9,56,0
13,30,5,19,25,41,0
6,29,4,16,26,73,0
2,14,7,27,11,21,1
21,23,26,17,25,25,1
27,6,4,12,4,18,1
29,23,12,11,8,54,1
7,25,18,16,4,32,1
11,8,14,23,9,20,1
18,17,25,23,24,12,0
5,10,8,18,21,6,0
21,17,30,7,30,84,1
12,17,25,18,30,77,1
20,26,19,9,14,49,1
7,4,22,7,7,24,0
29,30,24,15,22,23,0
5,25,1,15,29,30,1
26,10,10,22,17,77,0
12,21,9,7,1,2,0
3,9,27,1,10,30,1
29,7,11,7,10,10,1
7,9,21,17,17,37,1
29,29,13,29,13,17,0
10,21,13,4,13,33,0
3,27,25,8,1,49,0
22,3,24,14,14,36,1
14,10,11,7,5,34,0
9,23,2,17,12,59,0
11,17,12,16,17,70,0
17,27,13,24,3,82,0
22,16,14,15,22,81,0
7,27,5,6,16,20,0
29,5,2,3,11,25,0
30,5,29,7,13,38,0
8,8,9,4,9,27,0
10,11,9,20,18,15,0
27,13,24,11,4,39,1
29,6,25,30,24,101,0
22,23,26,12,29,54,0
7,26,8,30,5,50,1
14,11,18,5,5,31,0
13,17,20,27,14,55,0
16,24,2,1,13,52,0
10,9,7,13,23,33,1
25,12,16,18,28,47,0
3,24,7,7,18,41,1
8,21,20,10,2,24,0
3,19,25,21,8,1,0
22,24,30,15,16,72,0
11,28,10,18,17,81,0
22,30,10,30,5,54,0
19,23,16,9,14,16,1
5,30,6,7,17,17,1
12,2,5,20,19,48,0
2,6,12,11,8,13,1
17,29,16,7,15,10,0
8,28,26,20,25,23,0
16,23,2,15,17,40,1
17,29,30,25,25,114,0
21,28,8,10,11,74,0
25,29,8,1,24,33,1
23,30,11,25,11,75,1
23,2,30,16,11,76,0
11,20,12,4,2,32,1
19,23,21,18,18,62,1
14,2,15,6,15,8,1
27,3,21,4,10,15,0
19,16,22,29,18,98,0
17,5,30,9,11,44,1
19,27,15,7,19,65,1
25,4,20,22,10,26,1
23,29,6,15,17,5,0
16,14,25,28,11,58,1
7,7,29,12,3,36,1
17,29,8,1,25,20,0
29,10,22,3,28,33,0
14,23,6,14,17,41,0
22,30,5,14,22,29,0
15,8,1,9,8,33,1
28,3,23,20,17,34,0
1,14,9,4,23,38,1
2,9,24,4,27,8,0
4,13,22,26,7,43,1
19,25,21,21,13,47,0
14,4,28,30,11,36,0
8,29,21,9,27,90,0
1,18,1,1,22,21,1
23,15,2,27,27,2,1
27,29,18,23,19,15,0
13,7,29,3,27,6,0
12,28,4,20,8,39,0
14,7,13,11,12,5,0
29,12,22,1,30,1,1
14,23,15,23,8,53,0
23,27,28,19,16,94,1
6,17,4,15,5,47,1
1,7,20,18,2,25,1
9,25,3,2,3,42,1
19,18,21,23,7,40,1
28,26,29,5,24,90,0
10,23,10,22,1,57,0
19,23,4,11,10,30,1
28,16,11,19,24,9,0
29,21,23,22,11,73,1
29,6,22,5,25,21,0
4,2,23,13,9,27,1
18,25,30,11,21,78,0
24,9,4,11,23,12,0
6,27,1,24,7,51,1
3,4,6,1,3,11,1
25,21,16,8,10,69,0
17,6,9,1,9,6,1
6,27,8,6,12,40,0
21,28,6,9,17,27,1
26,15,18,3,16,55,0
9,11,25,19,14,9,1
14,12,26,25,19,20,0
20,20,22,19,2,5,0
11,22,15,26,13,30,0
8,29,9,8,2,38,1
19,24,24,3,15,62,0
11,9,25,10,30,79,0
5,11,13,13,22,42,1
29,16,20,6,8,10,0
30,1,8,9,3,14,0
14,15,26,29,26,32,0
5,26,10,18,5,37,0
26,15,9,17,13,66,0
22,17,8,22,29,61,1
16,11,8,20,4,59,1
5,18,6,15,4,29,1
27,15,27,4,17,30,0
1,8,2,26,26,16,0
7,13,21,26,1,42,1
24,21,5,14,15,6,0
12,11,21,11,6,27,1
30,16,15,11,9,1,0
25,6,11,6,21,58,1
24,16,23,11,30,5,0
20,26,4,29,8,9,0
14,6,8,29,1,10,0
24,14,15,7,26,12,0
27,13,7,26,21,28,1
20,29,24,8,20,20,1
11,2,12,13,7,38,1
22,25,4,16,13,14,0
28,2,14,8,29,65,1
12,25,24,18,6,44,0
25,29,22,5,16,36,0
12,3,16,21,11,48,1
22,25,11,23,18,39,0
10,21,9,21,22,59,0
1,29,4,13,8,12,1
27,4,3,28,7,62,1
23,26,4,16,28,67,1
3,24,14,15,30,50,0
22,11,27,7,17,32,0
30,20,22,7,1,36,0
9,5,9,15,19,47,0
5,15,10,13,24,22,0
28,23,30,19,7,28,1
14,19,18,6,16,7,0
25,22,2,13,8,30,1
11,15,3,15,9,13,0
19,17,1,7,9,27,1
16,2,18,6,20,10,0
12,25,27,17,29,58,1
29,11,1,11,11,50,0
10,18,6,4,25,61,0
7,3,14,15,8,11,1
26,25,28,4,14,86,0
4,12,16,7,14,29,0
30,7,23,7,11,1,0
16,15,4,9,3,17,0
16,23,15,5,9,44,1
12,2,28,29,25,57,1
5,5,18,6,21,27,1
17,23,7,28,22,64,0
18,8,25,6,10,42,1
8,14,29,28,12,85,0
4,25,4,25,8,66,1
23,26,8,4,29,28,0
13,20,19,3,22,33,1
22,30,23,1,19,64,1
25,3,21,25,20,15,0
7,6,4,12,24,36,1
26,16,24,8,3,29,1
21,21,10,28,17,39,0
25,5,15,25,7,1,0
6,6,7,3,30,8,0
13,15,8,12,25,60,1
16,16,12,21,16,60,1
5,10,23,9,25,70,0
25,8,3,11,13,38,1
5,13,24,22,16,33,0
3,18,19,14,26,73,0
7,30,2,5,22,51,0
19,26,29,13,8,78,0
10,7,11,16,20,15,0
25,26,8,13,25,30,0
28,19,11,8,18,15,0
27,30,3,15,28,1,0
22,26,1,23,12,22,1
24,27,19,12,25,37,1
19,18,2,2,11,26,0
12,7,27,22,11,30,1
12,25,4,30,23,52,1
9,22,28,20,20,16,0
22,28,21,30,1,48,0
3,10,21,15,29,54,1
9,5,9,26,30,62,0
15,2,15,16,1,42,0
23,12,26,24,7,59,1
27,27,1,6,28,74,0
2,14,8,29,25,75,0
17,3,25,3,11,39,1
15,5,2,6,9,22,1
11,27,20,15,16,64,0
6,28,19,29,19,75,0
23,26,1,29,21,3,0
29,28,19,30,6,74,0
5,10,22,23,4,21,0
9,22,20,20,12,13,0
27,5,11,18,21,69,0
23,12,2,9,8,41,0
5,19,22,23,21,34,0
15,25,9,1,22,20,0
22,21,7,10,3,63,1
20,16,8,6,30,62,0
21,8,3,28,7,42,0
30,30,23,9,3,15,0
26,12,27,10,5,2,0
26,10,24,26,20,5,0
6,19,18,6,5,9,0
3,23,14,25,5,4,0
26,11,9,21,11,37,1
6,25,30,4,6,45,0
28,5,25,16,22,94,0
26,3,3,14,9,24,0
20,19,9,18,7,34,1
4,15,16,26,27,64,0
12,20,22,12,6,17,0
15,27,7,27,27,28,0
3,24,9,10,13,57,0
30,4,28,28,15,73,1
13,30,6,25,18,75,0
25,20,19,28,28,85,0
27,12,13,27,20,69,0
10,4,8,29,15,13,0
6,2,24,15,5,36,0
25,26,8,25,15,49,1
27,30,3,24,15,93,0
27,12,4,14,22,40,1
29,15,12,12,5,46,1
4,5,7,22,3,10,1
26,28,8,15,30,53,1
5,20,18,16,8,53,0
14,11,10,21,16,55,0
23,13,5,14,28,53,0
14,11,23,3,1,42,0
2,24,19,13,7,52,1
3,4,2,6,12,24,1
23,10,19,28,8,53,0
24,21,17,1,12,3,0
5,20,6,10,1,2,0
16,28,21,2,18,78,0
25,19,27,29,5,3,0
8,20,8,9,10,23,0
12,10,19,13,25,74,0
6,23,24,1,12,40,0
30,29,21,18,2,17,0
3,20,1,23,27,3,1
9,8,21,27,29,39,0
27,9,15,16,27,9,1
2,10,12,17,8,25,1
6,5,19,22,7,34,1
16,18,7,20,5,12,1
7,12,16,21,8,26,0
28,13,30,23,15,5,0
5,5,8,6,4,10,1
18,27,25,19,9,51,0
2,23,10,21,25,69,1
13,27,8,21,8,30,0
27,7,22,6,7,52,0
2,11,3,9,18,39,0
20,14,19,30,1,61,0
9,14,27,16,28,90,0
18,12,1,1,30,51,0
25,15,23,7,7,4,0
30,21,24,15,10,23,0
27,4,21,12,4,3,0
28,7,25,24,24,30,0
18,12,5,16,3,23,1
25,28,12,30,25,88,0
9,29,18,29,18,96,0
19,27,23,22,11,37,0
6,25,1,10,25,8,0
30,12,20,21,7,37,1
5,6,7,8,29,7,1
9,24,27,4,3,14,0
26,22,12,29,25,60,1
12,23,1,9,24,33,1
19,22,17,17,29,87,1
10,14,2,5,20,27,1
6,13,28,14,5,57,0
23,1,26,1,24,23,1
28,20,13,30,25,59,0
5,10,1,17,24,14,0
22,3,15,29,27,27,1
